  3.87866256414216241E-003  0.70464558853302239       1.84410030745144025E-002  1.38902360441429708E-002  8.40724784360959154E-003  1.64979488125623873E-002 -5.78356941390344246E-003  3.08230179032761877E-002  5.57638614500809426E-002 -2.29938197961101591E-002
  7.44253558271193091E-003  0.70565498366106705       1.84990973785682938E-002  1.45836609814077572E-002  8.35126208987479503E-003  1.62299748801412597E-002 -5.85314528591821589E-003  3.16404535489584818E-002  5.61301309156286496E-002 -2.29003841791594435E-002
  1.07737751720023006E-002  0.70659710701246914       1.85528277651438554E-002  1.52300620327653694E-002  8.29883393586151527E-003  1.59744598486943161E-002 -5.91603018876577565E-003  3.23874333277215307E-002  5.64523792153255391E-002 -2.28041535318810745E-002
  1.39303618550534018E-002  0.70748859433927902       1.86032293864973955E-002  1.58409447082356603E-002  8.24907186288266307E-003  1.57279481143232959E-002 -5.97368106418151665E-003  3.30796480646983956E-002  5.67396961258120405E-002 -2.27050512070140764E-002
  1.69542177271209994E-002  0.70834145540517246       1.86510430259684522E-002  1.64246038799815523E-002  8.20132995836628069E-003  1.54878756052823432E-002 -6.02712282824205935E-003  3.37282163207806088E-002  5.69983880593307596E-002 -2.26029051844122419E-002
  1.98762561837147814E-002  0.70916453315015737       1.86968095813161463E-002  1.69871370968127239E-002  8.15513117772070570E-003  1.52523108697603209E-002 -6.07709085141786530E-003  3.43411668088879005E-002  5.72329190249980801E-002 -2.24975095417157232E-002
  2.27196427265638004E-002  0.70996444457883401       1.87409304927341341E-002  1.75330978887188356E-002  8.11011763052824422E-003  1.50197812259053615E-002 -6.12412099835930260E-003  3.49243829518954066E-002  5.74464985775117246E-002 -2.23886546394230258E-002
  2.55019682365890191E-002  0.71074620704373259       1.87837076712088422E-002  1.80659305426142149E-002  8.06601735411441832E-003  1.47891529992557995E-002 -6.16860846323712218E-003  3.54822246990445372E-002  5.76414619728872896E-002 -2.22761416118849587E-002
  2.82367375432098396E-002  0.71151366671449479       1.88253706324496770E-002  1.85882674861319666E-002  8.02262149882899261E-003  1.45595471024515290E-002 -6.21084733440624513E-003  3.60179495485236853E-002  5.78195232668474307E-002 -2.21597888053983900E-002
  3.09344135462245665E-002  0.71226979879267971       1.88660953899545472E-002  1.91021376034140877E-002  7.97976828924995378E-003  1.43302782859591471E-002 -6.25105786669483306E-003  3.65340046369483570E-002  5.79819481027691389E-002 -2.20394340342180937E-002
  3.36031649114626324E-002  0.71301692227555258       1.89060178900508219E-002  1.96091152166763989E-002  7.93733151495347108E-003  1.41008106085476759E-002 -6.28940568503212442E-003  3.70322336868299171E-002  5.81296742305173336E-002 -2.19149346705452622E-002
  3.62494111888778878E-002  0.71375685637815522       1.89452437407900999E-002  2.01104285633730041E-002  7.89521212315682543E-003  1.38707242604611241E-002 -6.32601555525749964E-003  3.75140263047806857E-002  5.82633971137048526E-002 -2.17861666429530094E-002
  3.88782264289101176E-002  0.71449103623947530       1.89838553676188043E-002  2.06070400102606535E-002  7.85333198214653583E-003  1.36396904903949012E-002 -6.36098141321046143E-003  3.79804273643247273E-002  5.83836316790077858E-002 -2.16530229255404542E-002
  4.14936419950270446E-002  0.71522059964784368       1.90219173465076552E-002  2.10997061536518128E-002  7.81162919390919561E-003  1.34074524233865830E-002 -6.39437376461648738E-003  3.84322181965952372E-002  5.84907574299117633E-002 -2.15154118368067158E-002
  4.40988763009058232E-002  0.71594645277484881       1.90594804233537168E-002  2.15890233533240460E-002  7.77005453175020483E-003  1.31738102320476773E-002 -6.42624520479125744E-003  3.88699775176424012E-002  5.85850517562922848E-002 -2.13732553225409565E-002
  4.66965107486849787E-002  0.71666932046786114       1.90965845716747559E-002  2.20754625535201365E-002  7.72856870753022528E-003  1.29386095729706538E-002 -6.45663457311703663E-003  3.92941275667262682E-002  5.86667147410947429E-002 -2.12264873161983683E-002
  4.92886255220696679E-002  0.71738978502971062       1.91332613367846682E-002  2.25593961184027483E-002  7.68714025899062525E-003  1.27017325044650950E-002 -6.48557010314138645E-003  3.97049693077652227E-002  5.87358877635070498E-002 -2.10750522241817048E-002
  5.18769050719877500E-002  0.71810831631418170       1.91695356444570517E-002  2.30411186455855392E-002  7.64574390597834441E-003  1.24630903115799958E-002 -6.51307182553090974E-003  4.01027094514499888E-002  5.87926675277588712E-002 -2.09189035568754754E-002
  5.44627204940075146E-002  0.71882529520593608       1.92054272037376003E-002  2.35208631936091386E-002  7.60435926476692777E-003  1.22226178114760997E-002 -6.53915341006674686E-003  4.04874813024846819E-002  5.88371166892400696E-002 -2.07580027108087567E-002
  5.70471941353557915E-002  0.71954103201759223       1.92409515995965417E-002  2.39988139871743292E-002  7.56296983819864082E-003  1.19802688175268228E-002 -6.56382358321382000E-003  4.08593609082318621E-002  5.88692719315560692E-002 -2.05923178986320739E-002
  5.96312504419861944E-002  0.72025578095469378       1.92761211469523290E-002  2.44751163986967925E-002  7.52156221973770273E-003  1.17360125164432481E-002 -6.58708722259060235E-003  4.12183796095271851E-002  5.88891501234351869E-002 -2.04218232184675830E-002
  6.22156560866198166E-002  0.72096975152047205       1.93109455600333525E-002  2.49498848111750042E-002  7.48012546442054869E-003  1.14898305690644912E-002 -6.60894620423404296E-003  4.15645338220565833E-002  5.88967530230626798E-002 -2.02464978517706354E-002
  6.48010517066845981E-002  0.72168311752763603       1.93454324781834747E-002  2.54232088252534863E-002  7.43865059064036278E-003  1.12417147873106488E-002 -6.62940005999897424E-003  4.18977926773565282E-002  5.88920708801881354E-002 -2.00663253776942503E-002
  6.73879770481231738E-002  0.72239602423131943       1.93795878796351913E-002  2.58951581670765103E-002  7.39713018491242220E-003  1.09916652716250032E-002 -6.64844648869586299E-003  4.22181040043161163E-002  5.88750852001286989E-002 -1.98812931918189578E-002
  6.99768909108314657E-002  0.72310859398239713       1.94134164076009350E-002  2.63657865737365917E-002  7.35555808793862502E-003  1.07396889174181023E-002 -6.66608175432607981E-003  4.25253990211689331E-002  5.88457708697699908E-002 -1.96913920173834266E-002
  7.25681869829979675E-002  0.72382093071189879       1.94469216275450774E-002  2.68351348717217261E-002  7.31392914505602475E-003  1.04857982180829156E-002 -6.68230099702618163E-003  4.28195960235784670E-002  5.88040977977532103E-002 -1.94966154980213933E-002
  7.51622064204782586E-002  0.72453312349093490       1.94801062303812528E-002  2.73032334177030767E-002  7.27223900772733332E-003  1.02300103064544689E-002 -6.69709847649411789E-003  4.31006032907857509E-002  5.87500321848889381E-002 -1.92969598615952004E-002
  7.77592478403777154E-002  0.72524524935704060       1.95129721930635235E-002  2.77701040339198880E-002  7.23048397563076043E-003  9.97234618863032142E-003 -6.71046776315422939E-003  4.33683213819669663E-002  5.86835375135248347E-002 -1.90924236460346432E-002
  8.03595752611129949E-002  0.72595737555860440       1.95455209056169081E-002  2.82357615431502833E-002  7.18866087102835571E-003  9.71283013275487175E-003 -6.72240188891094163E-003  4.36226449575353795E-002  5.86045753237221939E-002 -1.88830074787126080E-002
  8.29634244070543564E-002  0.72666956133642790       1.95777532716765353E-002  2.87002149856666576E-002  7.14676693886819037E-003  9.45148918297740448E-003 -6.73289346666939518E-003  4.38634642303103034E-002  5.85131058282547176E-002 -1.86687139020846153E-002
  8.55710077112176448E-002  0.72738185933725330       1.96096697881268621E-002  2.91634685837647359E-002  7.10479976739197654E-003  9.18835277437172332E-003 -6.74193478576687062E-003  4.40906661288620813E-002  5.84090884062361815E-002 -1.84495472390282661E-002
  8.81825182803164243E-002  0.72809431673435465       1.96412706082432810E-002  2.96255225057790936E-002  7.06275722509827099E-003  8.92345242931877683E-003 -6.74951788886611875E-003  4.43041352374249978E-002  5.82924820058558710E-002 -1.82255134921802467E-002
  9.07981330308679224E-002  0.72880697611444156       1.96725555917938479E-002  3.00863734705386909E-002  7.02063741078064619E-003  8.65682151974185576E-003 -6.75563463462543461E-003  4.45037545627225417E-002  5.81632454796121162E-002 -1.79966202724403737E-002
  9.34180151656741758E-002  0.72951987617886249       1.97035243448726236E-002  3.05460152253771225E-002  6.97843861397441298E-003  8.38849508223848961E-003 -6.76027674951326044E-003  4.46894061674432061E-002  5.80213378697879700E-002 -1.77628767521819872E-002
  9.60423161215896576E-002  0.73023305229621105       1.97341762516082334E-002  3.10044389233321248E-002  6.93615928374906581E-003  8.11850967602408338E-003 -6.76343587137536763E-003  4.48609717011921039E-002  5.78667186578756265E-002 -1.75242936396736854E-002
  9.86711770963215051E-002  0.73094653693680356       1.97645104994849073E-002  3.14616334205367054E-002  6.89379800414550211E-003  7.84690327516929763E-003 -6.76510358679320405E-003  4.50183328533613480E-002  5.76993479882406818E-002 -1.72808831714079125E-002
  0.10130473023728724       0.73166036001251245       1.97945260996171025E-002  3.19175855100166869E-002  6.85135347494676434E-003  7.57371518852440178E-003 -6.76527146381262524E-003  4.51613717468651518E-002  5.75191868739917123E-002 -1.70326591197707405E-002
  0.10394309956247938       0.73237454914167777       1.98242219030829864E-002  3.23722801054596027E-002  6.80882449667532825E-003  7.29898600158626187E-003 -6.76393108127343757E-003  4.52899712878118421E-002  5.73261973908634551E-002 -1.67796368135113803E-002
  0.10658640166556839       0.73308912985384223       1.98535966141505267E-002  3.28257003851384621E-002  6.76620995899062522E-003  7.02275753601698007E-003 -6.76107405568947793E-003  4.54040154826663295E-002  5.71203428636898186E-002 -1.65218331691779283E-002
  0.10923474624917605       0.73380412574667697       1.98826488010829111E-002  3.32778279044995962E-002  6.72350883179067584E-003  6.74507282309435088E-003 -6.75669206641696211E-003  4.55033897320677866E-002  5.69015880487623582E-002 -1.62592667317406105E-002
  0.11188823651976519       0.73451955860451623       1.99113769050493494E-002  3.37286426839206940E-002  6.68072015848803283E-003  6.46597608823891185E-003 -6.75077687968182912E-003  4.55879811083664890E-002  5.66698993146364793E-002 -1.59919577230428628E-002
  0.11454696947271131       0.73523544848651778       1.99397792475790522E-002  3.41781232771491486E-002  6.63784305100694264E-003  6.18551274409620024E-003 -6.74332037190409229E-003  4.56576786224528117E-002  5.64252448231296541E-002 -1.57199280967310964E-002
