  1.25663709640502926E-003 -3.86924326631188087E-002  2.71772777095930507E-002 -0.16025081643636691      -2.59503102007891985E-002 -2.95210504010467480E-002  1.60465600114267776E-002  0.11535235803772464       0.15032854596719958       4.41161362957885744E-002 -1.12471447795706048E-002 -2.02145100652308257E-002 -5.51206179941998789E-002 -0.16053353837176176      -3.04372361573580948E-002 -1.03112312456502073E-002 -2.25110352905200234E-002  1.85820342793842764E-003 -3.76835033254835569E-002  3.07176699934829690E-002  1.18315511406697424E-002 -4.00291809017626621E-002 -8.77239109751528079E-002  7.39669904730342123E-003  4.55516169252937059E-002  1.41542277899721802E-003 -3.18736735882528474E-002 -0.16068985231102156       6.37455715492813019E-002 -0.11032211131586525      -0.13621848146942667      -9.96790388960998031E-002  0.22489871929584279       4.59633754306211159E-002 -0.12614059431758176      -0.12926459749027047      -2.67880629068913377E-002  0.19084463172842286      -2.04191293858546341E-002 -1.39909338554170134E-003  2.97827430884759804E-003 -0.12974105236658501       3.92465544409425354E-003  1.65963909597179639E-002  8.11303644219221326E-002  0.23288844386394580      -8.04611590592326231E-002 -1.72421733900091729E-003 -0.16214081548172751      -0.24725440581491892     
  2.51327419281005852E-003 -3.89033303298097211E-002  2.73436720797277551E-002 -0.16001340758594770      -2.59736291545486116E-002 -2.97907746673253988E-002  1.61016586835857761E-002  0.11498386435805598       0.14976863544182301       4.43309972382576883E-002 -1.05981281106310374E-002 -2.00041202942552523E-002 -5.49625583312206914E-002 -0.16270349075307591      -3.42364961103632515E-002 -1.25763209981245121E-002 -2.20177969883134442E-002  2.25791024357291153E-003 -4.03897600434781137E-002  3.26073797877401012E-002  1.14008013091850616E-002 -3.71258698731059544E-002 -9.24020832246983392E-002  7.48105699424941612E-003  4.95946944006866869E-002  1.49429294219654359E-003 -3.18301636630212437E-002 -0.15737477744709488       6.32665412048686870E-002 -0.11660744299184186      -0.13841426953675698      -0.10011090018771580       0.22633410908396387       4.55176758021819533E-002 -0.13262334950118754      -0.12884999330511995      -2.37983073448290623E-002  0.18701827345066777      -3.01155221246404911E-002 -1.35817758866286250E-003 -1.57744404744765594E-003 -0.12956074434689166      -7.27553427032997385E-003  1.71745950692516539E-002  8.91742252640923688E-002  0.23522866837538070      -6.96739863629577127E-002 -1.02279569531042464E-003 -0.15262175168874909      -0.24957247877786953     
  3.76991128921508756E-003 -3.91131667064551283E-002  2.75138507711435200E-002 -0.15977632360875105      -2.59968980722249179E-002 -3.00502548781699866E-002  1.61554626774214304E-002  0.11460305004265421       0.14919672470546663       4.45457479455271116E-002 -9.94228330921051451E-003 -1.97747156193771589E-002 -5.47873328480545096E-002 -0.16484867344011117      -3.80290574094727662E-002 -1.48430140497922813E-002 -2.15197468565267169E-002  2.65576384289631113E-003 -4.30690823907996859E-002  3.44911589777552804E-002  1.09599625799644620E-002 -3.42167591680280977E-002 -9.70098423458516795E-002  7.55481124798678023E-003  5.36051106274146455E-002  1.56964834962565534E-003 -3.17399858501139151E-002 -0.15385297371950921       6.26971290079867682E-002 -0.12272355657462831      -0.14039965438774285      -0.10042943673739074       0.22742991721336686       4.50032094677991490E-002 -0.13889973094825522      -0.12825661089186891      -2.07739689192177127E-002  0.18267710593230416      -3.97277500818576518E-002 -1.31214969403741074E-003 -6.12774188235290940E-003 -0.12902103792429090      -1.84663211035741570E-002  1.76802931205374374E-002  9.69876957550917518E-002  0.23691171090299362      -5.86694388518058524E-002 -3.23342125771701114E-004 -0.14266844413267765      -0.25121888057313851     
  5.02654838562011704E-003 -3.93214070828077078E-002  2.76876664541628528E-002 -0.15953955116479648      -2.60201870162274640E-002 -3.02996460476505462E-002  1.62079180547850497E-002  0.11420997579543464       0.14861295051637521       4.47604054365950826E-002 -9.28006767468082631E-003 -1.95270708731189631E-002 -5.45954687107559830E-002 -0.16696880758307384      -4.18137999310814468E-002 -1.71106807028940829E-002 -2.10172005926990285E-002  3.05141981124030810E-003 -4.57198917934911811E-002  3.63672665794790503E-002  1.05093048045710336E-002 -3.13034430592680213E-002 -0.10154419134976063       7.61814504155636663E-003  5.75797879049578659E-002  1.64140535305208938E-003 -3.16030532247994281E-002 -0.15012902404741779       6.20376103907410159E-002 -0.12866304577210977      -0.14217223125505313      -0.10063409705080222       0.22818492755481273       4.44204508187236446E-002 -0.14496077665083593      -0.12748490920057209      -1.77199837094939444E-002  0.17783290681021410      -4.92278926877581235E-002 -1.26072901297155757E-003 -1.06598672010876309E-002 -0.12812405249088446      -2.96155420189227747E-002  1.81125770408626444E-002  0.10454794651074967       0.23793296712137593      -4.74791799304417686E-002  3.72509899077731895E-004 -0.13230980605389930      -0.25218904570623180     
  6.28318548202514652E-003 -3.95275369951911468E-002  2.78649561655068545E-002 -0.15930308777494295      -2.60435800517874634E-002 -3.05391233077637950E-002  1.62589779326578442E-002  0.11380472826956731       0.14801743763114150       4.49749753264203772E-002 -8.61194364841538947E-003 -1.92619850545338832E-002 -5.43875091939966596E-002 -0.16906361684948928      -4.55896080004910553E-002 -1.93786800588379472E-002 -2.05104764311496227E-002  3.44453783872495853E-003 -4.83406253954680315E-002  3.82339344437168452E-002  1.00490876872824098E-002 -2.83875273496022040E-002 -0.10600219733598215       7.67126166047873460E-003  6.15156787251830012E-002  1.70949634397480872E-003 -3.14193573270252491E-002 -0.14620777902962193       6.12883768517870908E-002 -0.13441875239121226      -0.14372991289654305      -0.10072445557215970       0.22859844925134487       4.37699637459264060E-002 -0.15079786481456478      -0.12653560619850315      -1.46413177515795599E-002  0.17249882368564043      -5.85883462580597258E-002 -1.20365895883177225E-003 -1.51611217122400999E-002 -0.12687290120254024      -4.06911441824388126E-002  1.84707869564006387E-002  0.11183285373178949       0.23828964266952724      -3.61354233937097244E-002  1.06313088173812806E-003 -0.12157589831830443      -0.25248023457553032     
  7.53982257843017600E-003 -3.97310671424209380E-002  2.80455421784906456E-002 -0.15906694282111350      -2.60671756101232832E-002 -3.07688825388369169E-002  1.63086029479280088E-002  0.11338741992096453       0.14741029859695803       4.51894522287901862E-002 -7.93837779345246686E-003 -1.89802784585889131E-002 -5.41640103427728156E-002 -0.17113282665502888      -4.93553715791139741E-002 -2.16463604284975880E-002 -1.99998937989432357E-002  3.83478267611029678E-003 -5.09297373500471329E-002  4.00893700593728322E-002  9.57956058843842384E-003 -2.54706303540391775E-002 -0.11038099334423751       7.71438207225984100E-003  6.54097697018291430E-002  1.77387073748639930E-003 -3.11889684833721245E-002 -0.14209435182326335       6.04499369660517968E-002 -0.13998377413143262      -0.14507093151832359      -0.10070021385535180       0.22867031514582228       4.30524009341440028E-002 -0.15640272447120568      -0.12540967912203804      -1.15429578368314804E-002  0.16668933907866351      -6.77819037739894187E-002 -1.14071074778982905E-003 -1.96188963405600353E-002 -0.12527168073136308      -5.16612774786294818E-002  1.87545132815948590E-002  0.11882106266685792       0.23798075999144738      -2.46708401184673257E-002  1.74689824650669677E-003 -0.11049784251583300      -0.25209154112400284     
  8.79645967483520461E-003 -3.99315380234714218E-002  2.82292329815032120E-002 -0.15883113837184826      -2.60910867080429536E-002 -3.09891409552673289E-002  1.63567616458641721E-002  0.11295818862430518       0.14679163367083090       4.54038202242854280E-002 -7.25983981542720549E-003 -1.86827897874525771E-002 -5.39255376105789094E-002 -0.17317616334948618      -5.31099873826134869E-002 -2.39130597850918981E-002 -1.94857719454848526E-002  4.22182504877864021E-003 -5.34857001717470859E-002  4.19317594508279018E-002  9.10096247605468242E-003 -2.25543836715652486E-002 -0.11467778009216154       7.74774247842721121E-003  6.92590853742646589E-002  1.83449581633437163E-003 -3.09120359415075048E-002 -0.13779411263015912       5.95229173155811739E-002 -0.14535147208377072      -0.14619384031515067      -0.10056120165704836       0.22840087933408726       4.22685031001087744E-002 -0.16176744549220928      -0.12410836434163801      -8.42990238333739088E-003  0.16042023176104087      -7.67818335790547146E-002 -1.07168689698829991E-003 -2.40207064965422684E-002 -0.12332545830108441      -6.24943865084564149E-002  1.89635979405462854E-002  0.12549204895849353       0.23700716022274210      -1.31184634415649412E-002  2.42219930516396212E-003 -9.91077310767361080E-002 -0.25102389555462340     
  1.00530967712402341E-002 -4.01285242516895777E-002  2.84158243570991273E-002 -0.15859570982334689      -2.61154410171840386E-002 -3.12001376358495182E-002  1.64034307878342528E-002  0.11251719705045859       0.14616153086338654       4.56180533885296030E-002 -6.57680162645619786E-003 -1.83703732596917149E-002 -5.36726625005264288E-002 -0.17519335336440797      -5.68523599225581946E-002 -2.61781062605845882E-002 -1.89684285579653812E-002  4.60534252196591939E-003 -5.60070061410477410E-002  4.37592701595568082E-002  8.61352202692213485E-003 -1.96404327261813262E-002 -0.11888982759180909       7.77159180857959694E-003  7.30606918720712872E-002  1.89135742610511927E-003 -3.05887878193845074E-002 -0.13331268278788946       5.85080633348426804E-002 -0.15051547792786332      -0.14709751462777715      -0.10030737794584475       0.22779101386842909       4.14190981773306238E-002 -0.16688448800291278      -0.12263315683259093      -5.30715240342175334E-003  0.15370853456634315      -8.55619567677344400E-002 -9.96424487324683739E-004 -2.83542270074136835E-002 -0.12104025604671749      -7.31593018021376024E-002  1.90981347068709083E-002  0.13182617770044161       0.23537150012171804      -1.51159349867366864E-003  3.08743424299490329E-003 -8.74385346632553101E-002 -0.24928006209934417     
  1.13097338676452636E-002 -4.03216385038123459E-002  2.86051005530806209E-002 -0.15836070634830121      -2.61403807773889670E-002 -3.14021339880073622E-002  1.64485955745372961E-002  0.11206463180673595       0.14552006610389628       4.58321163755378361E-002 -5.88973645301931609E-003 -1.80438957331614594E-002 -5.34059592357592691E-002 -0.17718412232938191      -6.05814024649227109E-002 -2.84408186865390371E-002 -1.84481783750568527E-002  4.98502031089220494E-003 -5.84921687538645513E-002  4.55700542998809729E-002  8.11745787712393925E-003 -1.67304370593411439E-002 -0.12301447663808804       7.78618917624010216E-003  7.68117004285995969E-002  1.94446051361661502E-003 -3.02195308722144132E-002 -0.12865592846391441       5.74062400633172862E-002 -0.15546970081972289      -0.14778115271648917      -9.99388318210992638E-002  0.22684210463775592       4.05051004493141159E-002 -0.17174669119821606      -0.12098580924468565      -2.17970259016120457E-003  0.14657248878579082      -9.40967230444290093E-002 -9.14798160127502816E-004 -3.26073266150455204E-002 -0.11842303274707401      -8.36253299809442407E-002  1.91584686521255702E-002  0.13780476004040498       0.23307824405688810       1.01162991986523988E-002  3.74101912806999943E-003 -7.55240071018774273E-002 -0.24686463184467092     
  1.25663709640502930E-002 -4.05105350659252864E-002  2.87968355360778208E-002 -0.15812619114703191      -2.61660625500942448E-002 -3.15954141354308701E-002  1.64922497817798983E-002  0.11160070234398831       0.14486730352218813       4.60459650506706494E-002 -5.19911798826967926E-003 -1.77042338570384192E-002 -5.31260014851620971E-002 -0.17914819416442182      -6.42960378995875437E-002 -3.07005071803276436E-002 -1.79253318113141887E-002  5.36055203002906450E-003 -6.09397242066494760E-002  4.73622516786043959E-002  7.61297902059845065E-003 -1.38260703584719459E-002 -0.12704914016280716       7.79180131644566752E-003  8.05092707332873275E-002  1.99382950185593650E-003 -2.98046500809726611E-002 -0.12382995395223793       5.62184327977464857E-002 -0.16020833396213885      -0.14824427614963950      -9.94557833347217979E-002  0.22555604645240337       3.95275096326012446E-002 -0.17634728156167076      -0.11916833056457238       9.47467455448876110E-004  0.13903149526744793      -0.10236128483476653      -8.26722819354618554E-004 -3.67681019474498244E-002 -0.11548166298584650      -9.38623426047333342E-002  1.91451946966643381E-002  0.14341010716844249       0.23013365107622474       2.17316706684307637E-002  4.38138894611080076E-003 -6.33985881280346303E-002 -0.24378401063012417     
  1.38230080604553225E-002 -4.06949129427653863E-002  2.89907943173515273E-002 -0.15789224149770678      -2.61926568090631792E-002 -3.17802852189102217E-002  1.65343958066320323E-002  0.11112563963715931       0.14420329584222205       4.62595471674428424E-002 -4.50541958862024899E-003 -1.73522712680017517E-002 -5.28333591697804431E-002 -0.18108529015626945      -6.79951995158697836E-002 -3.29564737775241701E-002 -1.74001936046797728E-002  5.73164037637815746E-003 -6.33482329072857231E-002  4.91339929681902168E-002  7.10028535307255949E-003 -1.09290202090045214E-002 -0.13099130444865895       7.78870002498538352E-003  8.41506141142190495E-002  2.03950849612557269E-003 -2.93446080668759088E-002 -0.11884109457345481       5.49457476359544728E-002 -0.16472586084951221      -0.14848672980560090      -9.88585842088261640E-002  0.22393523736278892       3.84874099105323789E-002 -0.18067988049090958      -0.11718298436520454       4.06940183627321934E-003  0.13110606234544209      -0.11033156943571804      -7.32156013560491788E-004 -4.08249108718774373E-002 -0.11222491380390980      -0.10384086344527113       1.90591552606626628E-002  0.14862558153777816       0.22654575709685421       3.33010005659309175E-002  5.00700066255363885E-003 -5.10973042210734196E-002 -0.24004640204910585     
